"Run Fondo";"Serie";"fecha";"Tipo de Rentabilidad";"Rentabilidad"
"8897";APV;2023-03-23;"1Y";-0.47%
"8897";APV;2023-03-23;YTD;"0.53%"
"8897";APV;2023-03-24;"1M";"0.62%"
"8897";APV;2023-03-24;"3M";"0.86%"
"8897";APV;2023-03-24;"6M";"0.75%"
"8897";APV;2023-03-24;"1Y";-0.36%
"8897";APV;2023-03-24;YTD;"0.66%"
"8897";APV;2023-03-25;"1M";"0.63%"
"8897";APV;2023-03-25;"3M";"0.87%"
"8897";APV;2023-03-25;"6M";"0.76%"
"8897";APV;2023-03-25;"1Y";-0.33%
"8897";APV;2023-03-25;YTD;"0.67%"
"8897";APV;2023-03-26;"1M";"0.63%"
"8897";APV;2023-03-26;"3M";"0.95%"
"8897";APV;2023-03-26;"6M";"1.25%"
"8897";APV;2023-03-26;"1Y";-0.32%
"8897";APV;2023-03-26;YTD;"0.68%"
"8897";APV;2023-03-27;"1M";"0.37%"
"8897";APV;2023-03-27;"3M";"0.74%"
"8897";APV;2023-03-27;"6M";"1.68%"
"8897";APV;2023-03-27;"1Y";-0.50%
"8897";APV;2023-03-27;YTD;"0.51%"
"8897";APV;2023-03-28;"1M";"0.57%"
"8897";APV;2023-03-28;"3M";"0.82%"
"8897";APV;2023-03-28;"6M";"2.20%"
"8897";APV;2023-03-28;"1Y";-0.22%
"8897";APV;2023-03-28;YTD;"0.73%"
"8897";APV;2023-03-29;"1M";"0.59%"
"8897";APV;2023-03-29;"3M";"0.81%"
"8897";APV;2023-03-29;"6M";"2.35%"
"8897";APV;2023-03-29;"1Y";-0.29%
"8897";APV;2023-03-29;YTD;"0.75%"
"8897";APV;2023-03-30;"1M";"0.83%"
"8897";APV;2023-03-30;"3M";"0.99%"
"8897";APV;2023-03-30;"6M";"2.56%"
"8897";APV;2023-03-30;"1Y";-0.29%
"8897";APV;2023-03-30;YTD;"0.99%"
"8897";APV;2023-03-31;"1M";"0.86%"
"8897";APV;2023-03-31;"3M";"1.02%"
"8897";APV;2023-03-31;"6M";"2.59%"
"8897";APV;2023-03-31;"1Y";-0.62%
"8897";APV;2023-03-31;YTD;"1.02%"
"8897";APV;2023-04-01;"1M";"1.01%"
"8897";APV;2023-04-01;"3M";"1.02%"
"8897";APV;2023-04-01;"6M";"2.60%"
"8897";APV;2023-04-01;"1Y";-0.80%
"8897";APV;2023-04-01;YTD;"1.04%"
"8897";APV;2023-04-02;"1M";"1.15%"
"8897";APV;2023-04-02;"3M";"1.03%"
"8897";APV;2023-04-02;"6M";"2.60%"
"8897";APV;2023-04-02;"1Y";-0.80%
"8897";APV;2023-04-02;YTD;"1.05%"
"8897";APV;2023-04-03;"1M";"1.34%"
"8897";APV;2023-04-03;"3M";"1.33%"
"8897";APV;2023-04-03;"6M";"2.77%"
"8897";APV;2023-04-03;"1Y";-0.64%
"8897";APV;2023-04-03;YTD;"1.21%"
"8897";APV;2023-04-04;"1M";"1.20%"
"8897";APV;2023-04-04;"3M";"1.07%"
"8897";APV;2023-04-04;"6M";"2.77%"
"8897";APV;2023-04-04;"1Y";-0.91%
"8897";APV;2023-04-04;YTD;"1.08%"
"8897";APV;2023-04-05;"1M";"1.05%"
"8897";APV;2023-04-05;"3M";"0.93%"
"8897";APV;2023-04-05;"6M";"2.90%"
"8897";APV;2023-04-05;"1Y";-1.11%
"8897";APV;2023-04-05;YTD;"0.94%"
"8897";APV;2023-04-06;"1M";"1.41%"
"8897";APV;2023-04-06;"3M";"1.33%"
"8897";APV;2023-04-06;"6M";"3.60%"
"8897";APV;2023-04-06;"1Y";-0.74%
"8897";APV;2023-04-06;YTD;"1.26%"
"8897";APV;2023-04-07;"1M";"1.39%"
"8897";APV;2023-04-07;"3M";"1.33%"
"8897";APV;2023-04-07;"6M";"3.51%"
"8897";APV;2023-04-07;"1Y";-0.73%
"8897";APV;2023-04-07;YTD;"1.27%"
"8897";APV;2023-04-08;"1M";"1.55%"
"8897";APV;2023-04-08;"3M";"1.33%"
"8897";APV;2023-04-08;"6M";"3.51%"
"8897";APV;2023-04-08;"1Y";-1.20%
"8897";APV;2023-04-08;YTD;"1.28%"
"8897";APV;2023-04-09;"1M";"1.72%"
"8897";APV;2023-04-09;"3M";"1.38%"
"8897";APV;2023-04-09;"6M";"3.51%"
"8897";APV;2023-04-09;"1Y";-1.19%
"8897";APV;2023-04-09;YTD;"1.30%"
"8897";APV;2023-04-10;"1M";"1.44%"
"8897";APV;2023-04-10;"3M";"1.15%"
"8897";APV;2023-04-10;"6M";"3.32%"
"8897";APV;2023-04-10;"1Y";-1.36%
"8897";APV;2023-04-10;YTD;"1.12%"
"8897";APV;2023-04-11;"1M";"1.32%"
"8897";APV;2023-04-11;"3M";"0.90%"
"8897";APV;2023-04-11;"6M";"3.20%"
"8897";APV;2023-04-11;"1Y";-1.65%
"8897";APV;2023-04-11;YTD;"1.02%"
"8897";APV;2023-04-12;"1M";"1.15%"
"8897";APV;2023-04-12;"3M";"0.50%"
"8897";APV;2023-04-12;"6M";"2.93%"
"8897";APV;2023-04-12;"1Y";-1.74%
"8897";APV;2023-04-12;YTD;"0.86%"
"8897";APV;2023-04-13;"1M";"0.54%"
"8897";APV;2023-04-13;"3M";"0.28%"
"8897";APV;2023-04-13;"6M";"2.57%"
"8897";APV;2023-04-13;"1Y";-2.19%
"8897";APV;2023-04-13;YTD;"0.66%"
"8897";APV;2023-04-14;"1M";"0.59%"
"8897";APV;2023-04-14;"3M";"0.25%"
"8897";APV;2023-04-14;"6M";"2.43%"
"8897";APV;2023-04-14;"1Y";-2.48%
"8897";APV;2023-04-14;YTD;"0.63%"
"8897";APV;2023-04-15;"1M";"0.53%"
"8897";APV;2023-04-15;"3M";"0.24%"
"8897";APV;2023-04-15;"6M";"2.43%"
"8897";APV;2023-04-15;"1Y";-2.47%
"8897";APV;2023-04-15;YTD;"0.64%"
"8897";APV;2023-04-16;"1M";"0.52%"
"8897";APV;2023-04-16;"3M";"0.22%"
"8897";APV;2023-04-16;"6M";"2.43%"
"8897";APV;2023-04-16;"1Y";-2.46%
"8897";APV;2023-04-16;YTD;"0.64%"
"8897";APV;2023-04-17;"1M";"0.24%"
"8897";APV;2023-04-17;"3M";"0.01%"
"8897";APV;2023-04-17;"6M";"2.04%"
"8897";APV;2023-04-17;"1Y";-2.64%
"8897";APV;2023-04-17;YTD;"0.46%"
"8897";APV;2023-04-18;"1M";"0.16%"
"8897";APV;2023-04-18;"3M";-0.07%
"8897";APV;2023-04-18;"6M";"2.03%"
"8897";APV;2023-04-18;"1Y";-2.62%
"8897";APV;2023-04-18;YTD;"0.38%"
"8897";APV;2023-04-19;"1M";-0.05%
"8897";APV;2023-04-19;"3M";-0.24%
"8897";APV;2023-04-19;"6M";"2.00%"
"8897";APV;2023-04-19;"1Y";-2.89%
"8897";APV;2023-04-19;YTD;"0.19%"
"8897";APV;2023-04-20;"1M";-0.21%
"8897";APV;2023-04-20;"3M";-0.22%
"8897";APV;2023-04-20;"6M";"2.06%"
"8897";APV;2023-04-20;"1Y";-2.93%
"8897";APV;2023-04-20;YTD;"0.13%"
"8897";APV;2023-04-21;"1M";-0.29%
"8897";APV;2023-04-21;"3M";-0.30%
"8897";APV;2023-04-21;"6M";"1.79%"
"8897";APV;2023-04-21;"1Y";-2.84%
"8897";APV;2023-04-21;YTD;"0.06%"
"8897";APV;2023-04-22;"1M";-0.25%
"8897";APV;2023-04-22;"3M";-0.30%
"8897";APV;2023-04-22;"6M";"1.79%"
"8897";APV;2023-04-22;"1Y";-2.84%
"8897";APV;2023-04-22;YTD;"0.07%"
"8897";APV;2023-04-23;"1M";-0.45%
"8897";APV;2023-04-23;"3M";-0.34%
"8897";APV;2023-04-23;"6M";"1.79%"
"8897";APV;2023-04-23;"1Y";-2.83%
"8897";APV;2023-04-23;YTD;"0.07%"
"8897";APV;2023-04-24;"1M";-0.71%
"8897";APV;2023-04-24;"3M";-0.47%
"8897";APV;2023-04-24;"6M";"1.67%"
"8897";APV;2023-04-24;"1Y";-2.95%
"8897";APV;2023-04-24;YTD;-0.06%
"8897";APV;2023-04-25;"1M";-0.69%
"8897";APV;2023-04-25;"3M";-0.43%
"8897";APV;2023-04-25;"6M";"1.71%"
"8897";APV;2023-04-25;"1Y";-2.91%
"8897";APV;2023-04-25;YTD;-0.03%
"8897";APV;2023-04-26;"1M";-0.81%
"8897";APV;2023-04-26;"3M";-0.54%
"8897";APV;2023-04-26;"6M";"1.55%"
"8897";APV;2023-04-26;"1Y";-2.87%
"8897";APV;2023-04-26;YTD;-0.14%
"8897";APV;2023-04-27;"1M";-0.66%
"8897";APV;2023-04-27;"3M";-0.57%
"8897";APV;2023-04-27;"6M";"1.47%"
"8897";APV;2023-04-27;"1Y";-2.92%
"8897";APV;2023-04-27;YTD;-0.15%
"8897";APV;2023-04-28;"1M";-0.87%
"8897";APV;2023-04-28;"3M";-0.57%
"8897";APV;2023-04-28;"6M";"1.43%"
"8897";APV;2023-04-28;"1Y";-2.85%
"8897";APV;2023-04-28;YTD;-0.14%
"8897";APV;2023-04-29;"1M";-0.88%
"8897";APV;2023-04-29;"3M";-0.57%
"8897";APV;2023-04-29;"6M";"1.42%"
"8897";APV;2023-04-29;"1Y";-2.78%
"8897";APV;2023-04-29;YTD;-0.14%
"8897";APV;2023-04-30;"1M";-1.11%
"8897";APV;2023-04-30;"3M";-0.50%
"8897";APV;2023-04-30;"6M";"1.42%"
"8897";APV;2023-04-30;"1Y";-2.77%
"8897";APV;2023-04-30;YTD;-0.13%
"8897";APV;2023-05-01;"1M";-1.15%
"8897";APV;2023-05-01;"3M";-0.22%
"8897";APV;2023-05-01;"6M";"1.41%"
"8897";APV;2023-05-01;"1Y";-2.76%
"8897";APV;2023-05-01;YTD;-0.12%
"8897";APV;2023-05-02;"1M";-1.27%
"8897";APV;2023-05-02;"3M";-0.49%
"8897";APV;2023-05-02;"6M";"1.31%"
"8897";APV;2023-05-02;"1Y";-2.65%
"8897";APV;2023-05-02;YTD;-0.23%
"8897";APV;2023-05-03;"1M";-1.40%
"8897";APV;2023-05-03;"3M";-0.41%
"8897";APV;2023-05-03;"6M";"1.27%"
"8897";APV;2023-05-03;"1Y";-2.59%
"8897";APV;2023-05-03;YTD;-0.21%
"8897";APV;2023-05-04;"1M";-1.31%
"8897";APV;2023-05-04;"3M";-0.45%
"8897";APV;2023-05-04;"6M";"1.15%"
"8897";APV;2023-05-04;"1Y";-2.49%
"8897";APV;2023-05-04;YTD;-0.24%
"8897";APV;2023-05-05;"1M";-1.31%
"8897";APV;2023-05-05;"3M";-0.60%
"8897";APV;2023-05-05;"6M";"1.00%"
"8897";APV;2023-05-05;"1Y";-2.45%
"8897";APV;2023-05-05;YTD;-0.39%
"8897";APV;2023-05-06;"1M";-1.62%
"8897";APV;2023-05-06;"3M";-0.37%
"8897";APV;2023-05-06;"6M";"1.00%"
"8897";APV;2023-05-06;"1Y";-2.25%
"8897";APV;2023-05-06;YTD;-0.38%
"8897";APV;2023-05-07;"1M";-1.63%
"8897";APV;2023-05-07;"3M";-0.33%
"8897";APV;2023-05-07;"6M";"0.84%"
"8897";APV;2023-05-07;"1Y";-2.24%
"8897";APV;2023-05-07;YTD;-0.37%
"8897";APV;2023-05-08;"1M";-1.78%
"8897";APV;2023-05-08;"3M";-0.59%
"8897";APV;2023-05-08;"6M";"0.56%"
"8897";APV;2023-05-08;"1Y";-2.38%
"8897";APV;2023-05-08;YTD;-0.52%
"8897";APV;2023-05-09;"1M";-1.92%
"8897";APV;2023-05-09;"3M";-0.69%
"8897";APV;2023-05-09;"6M";"0.04%"
"8897";APV;2023-05-09;"1Y";-2.15%
"8897";APV;2023-05-09;YTD;-0.65%
"8897";APV;2023-05-10;"1M";-1.64%
"8897";APV;2023-05-10;"3M";-0.46%
"8897";APV;2023-05-10;"6M";-0.17%
"8897";APV;2023-05-10;"1Y";-2.02%
"8897";APV;2023-05-10;YTD;-0.55%
"8897";APV;2023-05-11;"1M";-1.60%
"8897";APV;2023-05-11;"3M";-0.52%
"8897";APV;2023-05-11;"6M";-0.30%
"8897";APV;2023-05-11;"1Y";-2.22%
"8897";APV;2023-05-11;YTD;-0.60%
"8897";APV;2023-05-12;"1M";-1.47%
"8897";APV;2023-05-12;"3M";-0.56%
"8897";APV;2023-05-12;"6M";-0.35%
"8897";APV;2023-05-12;"1Y";-2.29%
"8897";APV;2023-05-12;YTD;-0.63%
"8897";APV;2023-05-13;"1M";-1.27%
"8897";APV;2023-05-13;"3M";-0.52%
"8897";APV;2023-05-13;"6M";-0.34%
"8897";APV;2023-05-13;"1Y";-2.26%
"8897";APV;2023-05-13;YTD;-0.62%
"8897";APV;2023-05-14;"1M";-1.23%
"8897";APV;2023-05-14;"3M";-0.46%
"8897";APV;2023-05-14;"6M";-0.38%
"8897";APV;2023-05-14;"1Y";-2.25%
"8897";APV;2023-05-14;YTD;-0.60%
"8897";APV;2023-05-15;"1M";-1.44%
"8897";APV;2023-05-15;"3M";-0.60%
"8897";APV;2023-05-15;"6M";-1.15%
"8897";APV;2023-05-15;"1Y";-2.45%
"8897";APV;2023-05-15;YTD;-0.81%
"8897";APV;2023-05-16;"1M";-1.48%
"8897";APV;2023-05-16;"3M";-0.67%
"8897";APV;2023-05-16;"6M";-1.38%
"8897";APV;2023-05-16;"1Y";-2.57%
"8897";APV;2023-05-16;YTD;-0.85%
"8897";APV;2023-05-17;"1M";-1.18%
"8897";APV;2023-05-17;"3M";-0.65%
"8897";APV;2023-05-17;"6M";-1.08%
"8897";APV;2023-05-17;"1Y";-2.61%
"8897";APV;2023-05-17;YTD;-0.73%
"8897";APV;2023-05-18;"1M";-1.21%
"8897";APV;2023-05-18;"3M";-0.76%
"8897";APV;2023-05-18;"6M";-1.10%
"8897";APV;2023-05-18;"1Y";-2.66%
"8897";APV;2023-05-18;YTD;-0.83%
"8897";APV;2023-05-19;"1M";-1.10%
"8897";APV;2023-05-19;"3M";-0.84%
"8897";APV;2023-05-19;"6M";-1.19%
"8897";APV;2023-05-19;"1Y";-2.86%
"8897";APV;2023-05-19;YTD;-0.91%
"8897";APV;2023-05-20;"1M";-1.02%
"8897";APV;2023-05-20;"3M";-0.87%
"8897";APV;2023-05-20;"6M";-1.19%
"8897";APV;2023-05-20;"1Y";-2.92%
"8897";APV;2023-05-20;YTD;-0.90%
"8897";APV;2023-05-21;"1M";-0.94%
"8897";APV;2023-05-21;"3M";-0.79%
"8897";APV;2023-05-21;"6M";-1.33%
"8897";APV;2023-05-21;"1Y";-2.91%
"8897";APV;2023-05-21;YTD;-0.88%
"8897";APV;2023-05-22;"1M";-1.01%
"8897";APV;2023-05-22;"3M";-0.82%
"8897";APV;2023-05-22;"6M";-1.48%
"8897";APV;2023-05-22;"1Y";-2.97%
"8897";APV;2023-05-22;YTD;-0.94%
"8897";APV;2023-05-23;"1M";-1.18%
"8897";APV;2023-05-23;"3M";-0.97%
"8897";APV;2023-05-23;"6M";-1.54%
"8897";APV;2023-05-23;"1Y";-3.21%
"8897";APV;2023-05-23;YTD;-1.10%
"8897";APV;2023-05-24;"1M";-0.94%
"8897";APV;2023-05-24;"3M";-1.03%
"8897";APV;2023-05-24;"6M";-1.38%
"8897";APV;2023-05-24;"1Y";-3.19%
"8897";APV;2023-05-24;YTD;-1.00%
"8897";APV;2023-05-25;"1M";-1.06%
"8897";APV;2023-05-25;"3M";-1.13%
"8897";APV;2023-05-25;"6M";-1.42%
"8897";APV;2023-05-25;"1Y";-3.29%
"8897";APV;2023-05-25;YTD;-1.09%
"8897";APV;2023-05-26;"1M";-1.06%
"8897";APV;2023-05-26;"3M";-1.24%
"8897";APV;2023-05-26;"6M";-1.53%
"8897";APV;2023-05-26;"1Y";-3.24%
"8897";APV;2023-05-26;YTD;-1.20%
"8897";APV;2023-05-27;"1M";-1.03%
"8897";APV;2023-05-27;"3M";-1.32%
"8897";APV;2023-05-27;"6M";-1.53%
"8897";APV;2023-05-27;"1Y";-3.26%
"8897";APV;2023-05-27;YTD;-1.18%
"8897";APV;2023-05-28;"1M";-1.03%
"8897";APV;2023-05-28;"3M";-1.33%
"8897";APV;2023-05-28;"6M";-1.37%
"8897";APV;2023-05-28;"1Y";-3.25%
"8897";APV;2023-05-28;YTD;-1.17%
"8897";APV;2023-05-29;"1M";-0.91%
"8897";APV;2023-05-29;"3M";-1.20%
"8897";APV;2023-05-29;"6M";-1.27%
"8897";APV;2023-05-29;"1Y";-3.13%
"8897";APV;2023-05-29;YTD;-1.05%
"8897";APV;2023-05-30;"1M";-0.95%
"8897";APV;2023-05-30;"3M";-1.24%
"8897";APV;2023-05-30;"6M";-1.19%
"8897";APV;2023-05-30;"1Y";-3.06%
"8897";APV;2023-05-30;YTD;-1.08%
"8897";APV;2023-05-31;"1M";-0.77%
"8897";APV;2023-05-31;"3M";-1.06%
"8897";APV;2023-05-31;"6M";-1.01%
"8897";APV;2023-05-31;"1Y";-2.89%
"8897";APV;2023-05-31;YTD;-0.90%
"8897";APV;2023-06-01;"1M";-0.73%
"8897";APV;2023-06-01;"3M";-0.87%
"8897";APV;2023-06-01;"6M";-1.16%
"8897";APV;2023-06-01;"1Y";-2.90%
"8897";APV;2023-06-01;YTD;-0.85%
"8897";APV;2023-06-02;"1M";-0.54%
"8897";APV;2023-06-02;"3M";-0.66%
"8897";APV;2023-06-02;"6M";-1.15%
"8897";APV;2023-06-02;"1Y";-2.79%
"8897";APV;2023-06-02;YTD;-0.77%
"8897";APV;2023-06-03;"1M";-0.54%
"8897";APV;2023-06-03;"3M";-0.62%
"8897";APV;2023-06-03;"6M";-1.15%
"8897";APV;2023-06-03;"1Y";-2.73%
"8897";APV;2023-06-03;YTD;-0.75%
"8897";APV;2023-06-04;"1M";-0.50%
"8897";APV;2023-06-04;"3M";-0.62%
"8897";APV;2023-06-04;"6M";-1.14%
"8897";APV;2023-06-04;"1Y";-2.72%
"8897";APV;2023-06-04;YTD;-0.74%
"8897";APV;2023-06-05;"1M";-0.25%
"8897";APV;2023-06-05;"3M";-0.52%
"8897";APV;2023-06-05;"6M";-1.07%
"8897";APV;2023-06-05;"1Y";-2.62%
"8897";APV;2023-06-05;YTD;-0.63%
"8897";APV;2023-06-06;"1M";-0.32%
"8897";APV;2023-06-06;"3M";-0.55%
"8897";APV;2023-06-06;"6M";-0.97%
"8897";APV;2023-06-06;"1Y";-2.63%
"8897";APV;2023-06-06;YTD;-0.69%
"8897";APV;2023-06-07;"1M";-0.18%
"8897";APV;2023-06-07;"3M";-0.44%
"8897";APV;2023-06-07;"6M";-0.89%
"8897";APV;2023-06-07;"1Y";-2.39%
"8897";APV;2023-06-07;YTD;-0.55%
"8897";APV;2023-06-08;"1M";-0.17%
"8897";APV;2023-06-08;"3M";-0.43%
"8897";APV;2023-06-08;"6M";-1.03%
"8897";APV;2023-06-08;"1Y";-2.34%
"8897";APV;2023-06-08;YTD;-0.69%
"8897";APV;2023-06-09;"1M";"0.01%"
"8897";APV;2023-06-09;"3M";-0.22%
"8897";APV;2023-06-09;"6M";-1.04%
"8897";APV;2023-06-09;"1Y";-2.22%
"8897";APV;2023-06-09;YTD;-0.63%
"8897";APV;2023-06-10;"1M";-0.07%
"8897";APV;2023-06-10;"3M";-0.30%
"8897";APV;2023-06-10;"6M";-1.03%
"8897";APV;2023-06-10;"1Y";-2.20%
"8897";APV;2023-06-10;YTD;-0.62%
"8897";APV;2023-06-11;"1M";"0.00%"
"8897";APV;2023-06-11;"3M";-0.30%
"8897";APV;2023-06-11;"6M";-1.01%
"8897";APV;2023-06-11;"1Y";-2.19%
"8897";APV;2023-06-11;YTD;-0.60%
"8897";APV;2023-06-12;"1M";-0.01%
"8897";APV;2023-06-12;"3M";-0.36%
"8897";APV;2023-06-12;"6M";-0.90%
"8897";APV;2023-06-12;"1Y";-2.23%
"8897";APV;2023-06-12;YTD;-0.64%
"8897";APV;2023-06-13;"1M";"0.05%"
"8897";APV;2023-06-13;"3M";-0.69%
"8897";APV;2023-06-13;"6M";-0.93%
"8897";APV;2023-06-13;"1Y";-1.98%
"8897";APV;2023-06-13;YTD;-0.57%
"8897";APV;2023-06-14;"1M";"0.08%"
"8897";APV;2023-06-14;"3M";-0.57%
"8897";APV;2023-06-14;"6M";-0.90%
"8897";APV;2023-06-14;"1Y";-1.89%
"8897";APV;2023-06-14;YTD;-0.52%
"8897";APV;2023-06-15;"1M";"0.54%"
"8897";APV;2023-06-15;"3M";-0.38%
"8897";APV;2023-06-15;"6M";-0.57%
"8897";APV;2023-06-15;"1Y";-1.82%
"8897";APV;2023-06-15;YTD;-0.27%
"8897";APV;2023-06-16;"1M";"0.76%"
"8897";APV;2023-06-16;"3M";-0.22%
"8897";APV;2023-06-16;"6M";-0.32%
"8897";APV;2023-06-16;"1Y";-1.79%
"8897";APV;2023-06-16;YTD;-0.10%
"8897";APV;2023-06-17;"1M";"0.66%"
"8897";APV;2023-06-17;"3M";-0.30%
"8897";APV;2023-06-17;"6M";-0.31%
"8897";APV;2023-06-17;"1Y";-1.79%
"8897";APV;2023-06-17;YTD;-0.08%
"8897";APV;2023-06-18;"1M";"0.77%"
"8897";APV;2023-06-18;"3M";-0.30%
"8897";APV;2023-06-18;"6M";-0.30%
"8897";APV;2023-06-18;"1Y";-1.78%
"8897";APV;2023-06-18;YTD;-0.07%
"8897";APV;2023-06-19;"1M";"0.94%"
"8897";APV;2023-06-19;"3M";-0.22%
"8897";APV;2023-06-19;"6M";-0.05%
"8897";APV;2023-06-19;"1Y";-1.69%
"8897";APV;2023-06-19;YTD;"0.02%"
"8897";APV;2023-06-20;"1M";"1.21%"
"8897";APV;2023-06-20;"3M";-0.04%
"8897";APV;2023-06-20;"6M";"0.28%"
"8897";APV;2023-06-20;"1Y";-1.56%
"8897";APV;2023-06-20;YTD;"0.30%"
"8897";APV;2023-06-21;"1M";"1.21%"
"8897";APV;2023-06-21;"3M";-0.04%
"8897";APV;2023-06-21;"6M";"0.47%"
"8897";APV;2023-06-21;"1Y";-1.55%
"8897";APV;2023-06-21;YTD;"0.31%"
"8897";APV;2023-06-22;"1M";"1.22%"
"8897";APV;2023-06-22;"3M";-0.05%
"8897";APV;2023-06-22;"6M";"0.44%"
"8897";APV;2023-06-22;"1Y";-1.72%
"8897";APV;2023-06-22;YTD;"0.27%"
"8897";APV;2023-06-23;"1M";"1.38%"
"8897";APV;2023-06-23;"3M";-0.26%
"8897";APV;2023-06-23;"6M";"0.48%"
"8897";APV;2023-06-23;"1Y";-1.85%
"8897";APV;2023-06-23;YTD;"0.26%"
"8897";APV;2023-06-24;"1M";"1.29%"
"8897";APV;2023-06-24;"3M";-0.38%
"8897";APV;2023-06-24;"6M";"0.48%"
"8897";APV;2023-06-24;"1Y";-1.76%
"8897";APV;2023-06-24;YTD;"0.28%"
"8897";APV;2023-06-25;"1M";"1.39%"
"8897";APV;2023-06-25;"3M";-0.37%
"8897";APV;2023-06-25;"6M";"0.49%"
"8897";APV;2023-06-25;"1Y";-1.74%
"8897";APV;2023-06-25;YTD;"0.29%"
"8897";APV;2023-06-26;"1M";"1.52%"
"8897";APV;2023-06-26;"3M";-0.37%
"8897";APV;2023-06-26;"6M";"0.58%"
"8897";APV;2023-06-26;"1Y";-1.73%
"8897";APV;2023-06-26;YTD;"0.31%"
"8897";APV;2023-06-27;"1M";"1.62%"
"8897";APV;2023-06-27;"3M";-0.09%
"8897";APV;2023-06-27;"6M";"0.64%"
"8897";APV;2023-06-27;"1Y";-1.63%
"8897";APV;2023-06-27;YTD;"0.41%"
"8897";APV;2023-06-28;"1M";"1.53%"
"8897";APV;2023-06-28;"3M";-0.38%
"8897";APV;2023-06-28;"6M";"0.43%"
"8897";APV;2023-06-28;"1Y";-1.62%
"8897";APV;2023-06-28;YTD;"0.34%"
"8897";APV;2023-06-29;"1M";"1.41%"
"8897";APV;2023-06-29;"3M";-0.40%
"8897";APV;2023-06-29;"6M";"0.40%"
"8897";APV;2023-06-29;"1Y";-1.62%
"8897";APV;2023-06-29;YTD;"0.34%"
"8897";APV;2023-06-30;"1M";"1.43%"
"8897";APV;2023-06-30;"3M";-0.65%
"8897";APV;2023-06-30;"6M";"0.34%"
"8897";APV;2023-06-30;"1Y";-1.76%
"8897";APV;2023-06-30;YTD;"0.34%"
"8897";APV;2023-07-01;"1M";"1.21%"
"8897";APV;2023-07-01;"3M";-0.68%
"8897";APV;2023-07-01;"6M";"0.34%"
"8897";APV;2023-07-01;"1Y";-1.83%
"8897";APV;2023-07-01;YTD;"0.35%"
"8897";APV;2023-07-02;"1M";"1.14%"
"8897";APV;2023-07-02;"3M";-0.68%
"8897";APV;2023-07-02;"6M";"0.34%"
"8897";APV;2023-07-02;"1Y";-1.82%
"8897";APV;2023-07-02;YTD;"0.36%"
"8897";APV;2023-07-03;"1M";"1.29%"
"8897";APV;2023-07-03;"3M";-0.68%
"8897";APV;2023-07-03;"6M";"0.65%"
"8897";APV;2023-07-03;"1Y";-1.67%
"8897";APV;2023-07-03;YTD;"0.52%"
"8897";APV;2023-07-04;"1M";"1.25%"
"8897";APV;2023-07-04;"3M";-0.57%
"8897";APV;2023-07-04;"6M";"0.49%"
"8897";APV;2023-07-04;"1Y";-1.68%
"8897";APV;2023-07-04;YTD;"0.50%"
"8897";APV;2023-07-05;"1M";"1.05%"
"8897";APV;2023-07-05;"3M";-0.52%
"8897";APV;2023-07-05;"6M";"0.41%"
"8897";APV;2023-07-05;"1Y";-1.92%
"8897";APV;2023-07-05;YTD;"0.41%"
"8897";APV;2023-07-06;"1M";"1.02%"
"8897";APV;2023-07-06;"3M";-0.93%
"8897";APV;2023-07-06;"6M";"0.39%"
"8897";APV;2023-07-06;"1Y";-2.02%
"8897";APV;2023-07-06;YTD;"0.32%"
"8897";APV;2023-07-07;"1M";"0.66%"
"8897";APV;2023-07-07;"3M";-1.16%
"8897";APV;2023-07-07;"6M";"0.16%"
"8897";APV;2023-07-07;"1Y";-2.28%
"8897";APV;2023-07-07;YTD;"0.10%"
"8897";APV;2023-07-08;"1M";"0.81%"
"8897";APV;2023-07-08;"3M";-1.15%
"8897";APV;2023-07-08;"6M";"0.16%"
"8897";APV;2023-07-08;"1Y";-2.08%
"8897";APV;2023-07-08;YTD;"0.12%"
"8897";APV;2023-07-09;"1M";"0.77%"
"8897";APV;2023-07-09;"3M";-1.15%
"8897";APV;2023-07-09;"6M";"0.21%"
"8897";APV;2023-07-09;"1Y";-2.07%
"8897";APV;2023-07-09;YTD;"0.13%"
"8897";APV;2023-07-10;"1M";"0.72%"
"8897";APV;2023-07-10;"3M";-1.01%
"8897";APV;2023-07-10;"6M";"0.13%"
"8897";APV;2023-07-10;"1Y";-2.10%
"8897";APV;2023-07-10;YTD;"0.10%"
"8897";APV;2023-07-11;"1M";"0.65%"
"8897";APV;2023-07-11;"3M";-0.96%
"8897";APV;2023-07-11;"6M";-0.07%
"8897";APV;2023-07-11;"1Y";-2.26%
"8897";APV;2023-07-11;YTD;"0.04%"
"8897";APV;2023-07-12;"1M";"0.66%"
"8897";APV;2023-07-12;"3M";-0.84%
"8897";APV;2023-07-12;"6M";-0.34%
"8897";APV;2023-07-12;"1Y";-2.30%
"8897";APV;2023-07-12;YTD;"0.01%"
"8897";APV;2023-07-13;"1M";"0.82%"
"8897";APV;2023-07-13;"3M";-0.40%
"8897";APV;2023-07-13;"6M";-0.12%
"8897";APV;2023-07-13;"1Y";-2.15%
"8897";APV;2023-07-13;YTD;"0.25%"
"8897";APV;2023-07-14;"1M";"0.76%"
"8897";APV;2023-07-14;"3M";-0.40%
"8897";APV;2023-07-14;"6M";-0.15%
"8897";APV;2023-07-14;"1Y";-2.22%
"8897";APV;2023-07-14;YTD;"0.23%"
"8897";APV;2023-07-15;"1M";"0.52%"
